device,date,hour,sleep_time,active_volume,avg_packet_size,mean_rate,peak_to_mean_rate,active_time,num_servers,num_protocols,unique_dns_reqs,dns_interval,ntp_interval
08-21-ef-3b-fc-e3,16-09-27,05,57.7759,1961.5,203.16,14.52,484.005,6.57692,22,9,2,294983783.749868,N/A
08-21-ef-3b-fc-e3,16-09-27,06,75.7333,25466.3,406.90,136.67,543.283,6.78947,39,11,2,92182721.622744,N/A
08-21-ef-3b-fc-e3,16-09-27,07,40.7037,1062.73,113.58,14.44,206.517,5,47,11,2,294985322.911038,N/A
08-21-ef-3b-fc-e3,16-09-27,08,38.775,1863.65,230.37,20.76,407.126,6.40541,17,7,2,245821668.818063,N/A
08-21-ef-3b-fc-e3,16-09-27,09,32.1089,1285.2,201.07,16.73,500.92,6.52174,9,5,2,491644316.741284,N/A
08-21-ef-3b-fc-e3,16-09-27,10,18.7013,1127.32,184.65,25.09,358.97,6.12162,17,7,2,368734278.148503,N/A
08-21-ef-3b-fc-e3,16-09-27,11,52.7344,547.059,118.08,5.23,73.2917,5.55882,14,7,2,1474939992.347743,N/A
08-21-ef-3b-fc-e3,16-09-27,12,66.6522,3645.91,313.63,26.24,460.495,5.86957,16,8,3,163882705.902067,2345.356117
08-21-ef-3b-fc-e3,16-09-27,13,45.8873,19408.1,470.97,229.40,256.19,5.12195,36,12,2,81941471.436513,N/A
08-21-ef-3b-fc-e3,16-09-27,14,43.4308,675.079,145.23,8.57,293.965,5.05263,7,5,3,210707447.871049,N/A
08-21-ef-3b-fc-e3,16-09-27,15,22.5328,543.926,143.02,10.64,38.2553,6,6,6,2,1474955346.697507,N/A
08-21-ef-3b-fc-e3,16-09-27,16,79.3571,433.565,114.27,2.94,78.679,5.34783,10,6,2,1474957166.653908,N/A
08-21-ef-3b-fc-e3,16-09-27,17,166.95,271.571,84.22,1.22,198.213,4.07143,6,5,N/A,N/A,N/A
08-21-ef-3b-fc-e3,16-09-27,18,60.72,10420.7,314.32,72.07,187.395,6.68182,25,10,2,147496667.815157,N/A
08-21-ef-3b-fc-e3,16-09-27,19,39.2195,1773.67,166.40,23.09,529.673,5.4,40,11,2,210710017.732364,724.341022
08-21-ef-3b-fc-e3,16-09-27,20,61.3636,1085.03,101.48,9.52,323.999,5.22581,26,8,2,294994689.700037,N/A
08-21-ef-3b-fc-e3,16-09-27,21,128.87,531.857,113.84,2.63,293.95,4.71429,8,6,2,1474977546.183195,N/A
08-21-ef-3b-fc-e3,16-09-27,22,67.8,418.48,111.04,3.01,79.9217,5.88,4,4,N/A,N/A,N/A
08-21-ef-3b-fc-e3,16-09-27,23,72.3191,462.44,113.07,3.32,67.4342,5.52,7,5,2,737492336.992069,N/A
14-cc-20-51-33-ea,16-09-27,00,0,N/A,86.92,402.95,8.2417,N/A,77,27,4,9703302.547840,69.073832
14-cc-20-51-33-ea,16-09-27,01,0,N/A,112.76,578.76,108.813,N/A,111,29,4,7803733.333293,63.084011
14-cc-20-51-33-ea,16-09-27,02,0.00250209,661622,88.49,423.38,11.3532,1527,89,26,4,7056981.799456,60.665315
14-cc-20-51-33-ea,16-09-27,03,0,N/A,88.56,416.24,12.2293,N/A,80,26,4,8625221.039216,67.147697
14-cc-20-51-33-ea,16-09-27,04,0.00250209,1299357,91.04,437.65,27.3435,3030,85,27,4,7265597.999647,66.356570
14-cc-20-51-33-ea,16-09-27,05,0,N/A,90.37,439.72,17.1324,N/A,98,27,4,7563692.305623,57.299331
14-cc-20-51-33-ea,16-09-27,06,0,N/A,109.15,556.41,122.672,N/A,104,29,4,7803828.566317,58.969951
14-cc-20-51-33-ea,16-09-27,07,0,N/A,90.08,441.02,13.3094,N/A,116,29,4,7845357.429714,64.458384
14-cc-20-51-33-ea,16-09-27,08,0,N/A,123.19,725.50,58.079,N/A,91,27,4,6440745.828057,60.061431
14-cc-20-51-33-ea,16-09-27,09,0,N/A,137.55,847.52,49.1526,N/A,82,26,4,6734860.244104,57.193478
14-cc-20-51-33-ea,16-09-27,10,0,N/A,195.47,1485.38,29.5341,N/A,100,29,4,5033917.985547,56.524208
14-cc-20-51-33-ea,16-09-27,11,0,N/A,127.61,828.80,51.8021,N/A,85,27,4,7762850.463264,60.319421
14-cc-20-51-33-ea,16-09-27,12,0.00250209,537544,103.39,609.68,20.9611,930,90,29,4,7642202.972370,69.682696
14-cc-20-51-33-ea,16-09-27,13,0,N/A,122.23,835.66,119.186,N/A,110,29,4,5899795.167159,59.228939
14-cc-20-51-33-ea,16-09-27,14,0,N/A,97.96,720.87,6.72834,N/A,83,26,4,3263169.016881,62.249163
14-cc-20-51-33-ea,16-09-27,15,0,N/A,93.62,588.33,10.024,N/A,84,27,4,4325384.098452,70.503906
14-cc-20-51-33-ea,16-09-27,16,0.00250209,1430527,90.72,477.87,7.64691,3030,99,29,4,7338107.434322,67.496499
14-cc-20-51-33-ea,16-09-27,17,0.00250209,487172,91.38,492.43,13.6245,930,81,26,3,8476799.768370,57.177618
14-cc-20-51-33-ea,16-09-27,18,0,N/A,97.44,470.26,29.2847,N/A,87,28,4,8832136.365069,67.360845
14-cc-20-51-33-ea,16-09-27,19,0,N/A,91.00,433.77,28.1602,N/A,104,27,4,8939214.252435,62.928051
14-cc-20-51-33-ea,16-09-27,20,0.00250209,193785,88.10,425.17,9.04186,450,98,27,4,7125478.008564,74.270626
14-cc-20-51-33-ea,16-09-27,21,0,N/A,88.48,408.04,9.20197,N/A,77,26,4,8885407.180806,58.106534
14-cc-20-51-33-ea,16-09-27,22,0,N/A,87.53,416.65,13.4229,N/A,69,27,3,7195030.116388,69.207066
14-cc-20-51-33-ea,16-09-27,23,0,N/A,88.94,424.49,9.81626,N/A,72,26,4,7525432.322705,56.920535
18-b4-30-25-be-e4,16-09-27,07,0,N/A,217.20,1620.15,1.70662,N/A,13,9,2,368731097.617913,N/A
18-b7-9e-02-20-44,16-09-27,00,19.6538,314.963,92.48,9.56,66.0576,4.34579,4,4,2,210700252.279203,N/A
18-b7-9e-02-20-44,16-09-27,01,20.9189,341.19,91.67,9.72,64.9739,4.35,4,4,2,210700765.540453,N/A
18-b7-9e-02-20-44,16-09-27,02,22.8777,348.816,91.87,9.58,69.5025,4.22449,4,4,2,210701279.231919,N/A
18-b7-9e-02-20-44,16-09-27,03,22.8777,325.103,92.39,9.76,68.1996,3.84112,4,5,2,210701793.065647,N/A
18-b7-9e-02-20-44,16-09-27,04,21.5833,315.598,92.67,9.56,69.665,4.00935,4,4,2,245819307.384904,N/A
18-b7-9e-02-20-44,16-09-27,05,22.2086,346.71,94.67,9.97,66.7715,4.14,8,5,2,184364929.142922,0.199979
18-b7-9e-02-20-44,16-09-27,06,23.6617,341.5,92.70,9.65,69.0059,3.96,4,4,2,210703288.139715,N/A
18-b7-9e-02-20-44,16-09-27,07,24.8605,341.433,98.96,10.44,109.94,3.69231,4,4,2,184365899.598281,N/A
18-b7-9e-02-20-44,16-09-27,08,22.5319,427.82,106.83,11.91,220.006,4.2,4,6,2,184366349.328137,N/A
18-b7-9e-02-20-44,16-09-27,09,21.7972,325.581,92.80,9.66,72.7297,4.05714,4,4,2,210704913.351259,N/A
18-b7-9e-02-20-44,16-09-27,10,23.6617,308.66,92.43,9.70,68.6484,3.73585,4,4,2,184367212.163293,N/A
18-b7-9e-02-20-44,16-09-27,11,22.4894,301.421,94.22,9.44,74.4185,3.92523,4,4,2,210705899.305842,N/A
18-b7-9e-02-20-44,16-09-27,12,21.2671,278.96,93.71,9.87,71.1879,3.48,4,5,2,210706413.424767,N/A
18-b7-9e-02-20-44,16-09-27,13,22.8394,279.539,92.93,9.66,70.8323,3.52174,4,4,2,184368598.973732,N/A
18-b7-9e-02-20-44,16-09-27,14,22.1489,289.956,91.45,9.76,72.0416,3.69027,4,4,2,184369049.453777,N/A
18-b7-9e-02-20-44,16-09-27,15,21.3041,294.523,91.87,9.56,69.6885,3.94595,4,4,2,210707956.353628,N/A
18-b7-9e-02-20-44,16-09-27,16,21.7972,339.37,97.89,10.36,78.4698,3.94444,4,5,2,184369949.287339,N/A
18-b7-9e-02-20-44,16-09-27,17,20.4437,483.972,133.19,15.40,413.271,4.10092,9,6,2,184370361.643157,3.616361
18-b7-9e-02-20-44,16-09-27,18,21.7133,301.27,93.18,9.50,72.0933,3.83784,4,4,2,210709538.995215,N/A
18-b7-9e-02-20-44,16-09-27,19,21.226,308.826,93.14,9.54,66.1899,3.99083,4,4,2,210710048.828646,N/A
18-b7-9e-02-20-44,16-09-27,20,21.6458,310.952,94.75,9.67,74.3626,4.03846,4,4,2,210710563.090829,N/A
18-b7-9e-02-20-44,16-09-27,21,23.8209,345.62,94.46,9.65,72.8127,3.99,4,5,2,210711076.352921,N/A
18-b7-9e-02-20-44,16-09-27,22,20.6424,301.829,93.22,9.41,67.1239,4.05405,4,4,2,245830134.219901,N/A
18-b7-9e-02-20-44,16-09-27,23,20.3444,312.578,91.30,9.74,64.7892,4.07339,4,4,2,210712054.450742,N/A
30-8c-fb-2f-e4-b2,16-09-27,00,0.02267,63650.1,96.87,189.33,2.25,334,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,01,0.0277544,56326.1,96.74,188.45,3.50683,295.636,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,02,0.0252101,70713.2,97.00,191.18,2.78282,367,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,03,0.0150754,76244.7,96.90,188.59,2.5582,402.5,3,3,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,04,0.00250209,578137,98.76,194.61,25.7399,2973,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,05,0.0201342,83459.1,99.50,201.98,23.7746,413.625,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,06,0.0277544,60344.5,98.42,201.46,6.43029,300,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,07,0.030303,52369.8,96.87,189.99,6.22884,274.75,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,08,0.0100334,222952,106.17,290.32,18.3779,755.25,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,09,0.0277544,97292.7,105.90,291.01,21.5352,330,3,3,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,10,0.0125523,212974,112.16,367.85,18.1009,603.6,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,11,0.0176027,215555,128.45,443.95,14.6452,473.143,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,12,0.0176027,176046,117.92,362.14,18.186,473.143,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,13,0.0125523,267388,108.78,379.46,16.0093,705,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,14,0.0100334,347331,107.68,429.99,3.18164,755.25,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,15,0.0150754,171710,101.45,312.14,3.94302,552.5,3,3,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,16,0.0100334,198141,99.01,243.59,4.43669,830.25,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,17,0.0176027,124266,98.84,255.29,4.46838,473.143,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,18,0.0328559,47870.2,96.66,186.83,4.83896,253.385,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,19,0.0252101,64281.9,98.93,192.18,25.8646,330.3,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,20,0.0125523,129566,96.66,186.90,2.24067,690.6,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,21,0.0328559,51876.9,97.44,188.41,5.79238,272.308,3,3,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,22,0.0075188,193454,96.95,186.28,2.12643,1036,2,2,N/A,N/A,N/A
30-8c-fb-2f-e4-b2,16-09-27,23,0.0100334,157189,96.79,186.44,2.62907,843,2,2,N/A,N/A,N/A
44-65-0d-56-cc-d3,16-09-27,00,3.25565,772.078,93.86,58.05,54.0518,6.37778,23,8,3,18908999.836817,87.384691
44-65-0d-56-cc-d3,16-09-27,01,4.14741,654.156,97.17,59.72,88.0555,4.59633,18,8,3,18909042.852123,74.987972
44-65-0d-56-cc-d3,16-09-27,02,3.90403,670.288,95.60,59.74,83.2332,4.86562,21,8,3,18909088.632578,77.652188
44-65-0d-56-cc-d3,16-09-27,03,4.20121,690.558,97.98,61.61,98.918,4.66458,23,9,3,17558483.267536,81.561984
44-65-0d-56-cc-d3,16-09-27,04,3.47027,745.571,95.20,61.64,85.0139,5.61486,20,8,3,17351955.447810,86.919106
44-65-0d-56-cc-d3,16-09-27,05,3.6,637.249,89.38,54.20,46.3075,5.34098,19,7,3,18909228.372945,76.866026
44-65-0d-56-cc-d3,16-09-27,06,3.91329,698.173,95.54,60.80,58.9723,4.98077,18,9,3,17352041.316997,66.916190
44-65-0d-56-cc-d3,16-09-27,07,3.76128,735.199,96.08,61.61,99.0284,5.29236,18,8,3,17150315.894315,80.120984
44-65-0d-56-cc-d3,16-09-27,08,3.71082,720.307,96.50,59.36,88.3522,5.4223,19,9,3,18436633.775707,76.180148
44-65-0d-56-cc-d3,16-09-27,09,3.64325,757.847,96.28,60.73,61.7201,5.61324,19,8,3,18670052.527109,68.192224
44-65-0d-56-cc-d3,16-09-27,10,4.26667,671.146,95.50,61.29,85.5102,4.51829,18,8,3,17558784.819426,67.891593
44-65-0d-56-cc-d3,16-09-27,11,4.66667,613.013,93.28,54.47,55.2884,4.39623,17,7,3,19407125.326880,69.525346
44-65-0d-56-cc-d3,16-09-27,12,3.50452,705.733,95.58,59.54,58.6966,5.46535,23,8,3,18436813.186710,98.530763
44-65-0d-56-cc-d3,16-09-27,13,3.67039,744.197,94.30,62.22,57.9182,5.36789,20,8,3,17558913.321647,73.462409
44-65-0d-56-cc-d3,16-09-27,14,4.05917,687.251,96.79,60.58,53.2211,4.81905,19,9,3,17558956.862566,79.038743
44-65-0d-56-cc-d3,16-09-27,15,3.91731,694.374,97.92,61.48,85.9432,4.89623,24,8,3,18909690.146475,85.074371
44-65-0d-56-cc-d3,16-09-27,16,4.07692,683.752,96.32,60.12,67.6201,4.81905,25,8,3,18909735.813530,91.689351
44-65-0d-56-cc-d3,16-09-27,17,4.194,664.471,95.92,60.87,86.7786,4.55015,20,8,3,17352506.466575,73.480696
44-65-0d-56-cc-d3,16-09-27,18,3.97661,654.749,90.34,53.32,46.7605,5.27835,17,7,3,19407455.658374,87.569098
44-65-0d-56-cc-d3,16-09-27,19,4.12724,676.058,98.31,61.55,70.2741,4.61043,23,8,3,18670507.711241,80.220758
44-65-0d-56-cc-d3,16-09-27,20,4.0117,679.006,95.44,61.07,81.4912,4.75542,22,9,3,17559213.318729,93.619404
44-65-0d-56-cc-d3,16-09-27,21,4.53459,673.472,99.68,59.67,58.2108,4.49057,21,8,3,18909966.086520,72.336705
44-65-0d-56-cc-d3,16-09-27,22,4.0117,678.641,91.90,58.52,91.2747,4.94175,18,7,3,17770855.479688,88.239009
44-65-0d-56-cc-d3,16-09-27,23,3.58564,714.389,93.62,56.65,49.4591,5.74558,20,8,3,19155644.218690,66.739333
50-c7-bf-00-56-39,16-09-27,00,85.1538,267.2,85.42,2.36,105.066,3.8,4,4,2,1474900792.197896,N/A
50-c7-bf-00-56-39,16-09-27,01,65.6471,454.912,123.54,4.45,495.479,4.41176,4,4,2,737452197.471689,N/A
50-c7-bf-00-56-39,16-09-27,02,65.5962,418.308,124.02,4.59,468.553,3.92308,6,4,2,491636004.643142,16.217685
50-c7-bf-00-56-39,16-09-27,03,66.625,450.743,124.85,4.97,444.387,3.94286,5,4,2,491637423.614681,N/A
50-c7-bf-00-56-39,16-09-27,04,83.3077,230.688,83.12,2.22,109.784,3.5625,4,4,2,1474915219.553214,N/A
50-c7-bf-00-56-39,16-09-27,05,62.8846,425.333,125.47,4.87,453.317,3.92308,5,5,2,737459411.155380,N/A
50-c7-bf-00-56-39,16-09-27,06,69.125,446.382,124.20,4.42,464.891,4.14706,5,4,2,737461212.606162,N/A
50-c7-bf-00-56-39,16-09-27,07,73.1087,448.829,123.50,4.52,489.002,3.85714,5,4,2,737463014.063524,N/A
50-c7-bf-00-56-39,16-09-27,08,83.4878,237.152,83.12,2.34,84.1824,3.54545,4,4,2,737464820.495559,N/A
50-c7-bf-00-56-39,16-09-27,09,67.125,453.543,121.93,4.75,465.289,4.02857,5,4,2,737466621.832726,N/A
50-c7-bf-00-56-39,16-09-27,10,67.9375,405.632,121.20,4.56,484.638,3.71053,4,4,2,737468697.038081,N/A
50-c7-bf-00-56-39,16-09-27,11,81,287.839,91.13,2.62,115.026,3.87097,4,5,2,1474940449.360205,N/A
50-c7-bf-00-56-39,16-09-27,12,65.7059,434.361,124.89,4.49,443.56,4.16667,5,4,2,737472026.162732,N/A
50-c7-bf-00-56-39,16-09-27,13,77.5909,267.029,90.45,2.58,116.968,3.79412,4,5,2,1474947655.200195,N/A
50-c7-bf-00-56-39,16-09-27,14,64.26,467.235,122.02,4.76,464.523,4.32353,5,4,2,737475629.055527,N/A
50-c7-bf-00-56-39,16-09-27,15,65.34,451.412,123.51,4.55,481.008,4.23529,5,4,2,491651957.744421,N/A
50-c7-bf-00-56-39,16-09-27,16,86.3077,290.036,85.62,2.36,110.729,4.07143,5,4,2,1474958473.669395,N/A
50-c7-bf-00-56-39,16-09-27,17,74.6667,442.2,127.67,4.46,495.436,3.77143,5,4,2,737481038.379674,N/A
50-c7-bf-00-56-39,16-09-27,18,83.561,243.818,83.53,2.28,108.633,3.63636,4,4,2,1474965679.529257,N/A
50-c7-bf-00-56-39,16-09-27,19,76.9286,266.5,90.81,2.57,117.254,3.84375,4,5,2,1474969282.287679,N/A
50-c7-bf-00-56-39,16-09-27,20,69.6383,453.556,126.36,4.81,458.88,3.83333,4,4,2,491657628.353481,N/A
50-c7-bf-00-56-39,16-09-27,21,87.5526,264.621,86.37,2.26,96.8011,3.82759,4,4,2,1474976488.950047,N/A
50-c7-bf-00-56-39,16-09-27,22,77.6591,232.147,81.95,2.24,88.1011,3.79412,4,4,2,737490050.853680,N/A
50-c7-bf-00-56-39,16-09-27,23,63.66,429,121.60,4.78,425.033,3.97297,5,4,2,491661238.133702,N/A
70-5a-0f-e4-9b-c0,16-09-27,00,15.2629,200.233,65.93,6.91,19.0226,4.775,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,01,14.5567,185.484,65.55,6.57,27.5638,4.80952,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,02,15.1212,224.018,67.70,7.00,38.425,5.27027,9,4,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,03,14.1884,188.39,65.05,6.64,18.4828,4.97561,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,04,15.0918,218.445,66.41,6.82,26.5511,5.29091,11,6,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,05,15.5969,202.608,66.45,6.87,26.3625,4.75,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,06,15.5497,188.009,64.18,6.16,19.9182,4.92105,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,07,15.0303,206.151,66.89,6.93,31.8798,4.96639,9,4,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,08,15.2132,179.023,65.64,6.60,32.4043,4.43182,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,09,14.1951,184.508,66.17,6.84,26.49,4.70769,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,10,14.4293,199.305,66.84,7.41,24.4325,4.62595,11,6,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,11,14.9695,207.707,65.74,6.82,19.2697,5.06897,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,12,14.7327,198.858,65.58,6.69,27.085,5.025,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,13,14.2136,211.094,67.18,7.07,31.2737,5.17949,9,4,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,14,14.5147,185.159,64.83,6.55,18.7289,4.83333,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,15,14.5463,215.106,66.20,6.83,26.5096,5.36283,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,16,14.4975,211.07,66.40,6.96,26.0274,5.18421,11,6,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,17,14.7313,275.117,78.97,9.29,290.858,5,10,5,2,737480278.931820,N/A
70-5a-0f-e4-9b-c0,16-09-27,18,15.0469,202.19,67.48,7.09,31.1737,4.73554,9,4,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,19,15.0452,201.833,66.30,6.87,19.1226,4.9,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,20,13.9952,211.424,67.66,7.11,31.1054,5.26271,9,4,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,21,14.4146,177.304,64.60,6.72,18.2712,4.53333,8,3,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,22,14.432,197.062,66.39,7.10,25.4937,4.76744,11,6,N/A,N/A,N/A
70-5a-0f-e4-9b-c0,16-09-27,23,13.9429,200.847,66.08,7.02,25.7812,5.05645,8,3,N/A,N/A,N/A
70-ee-50-03-b8-ac,16-09-27,00,22.8372,1486.52,144.49,22.33,35.9087,7.68,9,5,2,245816853.589599,N/A
70-ee-50-03-b8-ac,16-09-27,01,30.1263,1971.82,140.55,18.80,35.1722,9.64286,10,5,2,245817531.913988,N/A
70-ee-50-03-b8-ac,16-09-27,02,15.7895,1488.75,150.07,27.68,23.9167,8.68421,9,5,2,245818136.331098,N/A
70-ee-50-03-b8-ac,16-09-27,03,15.6158,1444.78,152.09,28.21,23.4442,8.21739,9,5,2,294982409.074271,N/A
70-ee-50-03-b8-ac,16-09-27,04,17.3962,1689.49,148.07,26.87,24.6333,9.36735,9,5,2,163879563.558398,N/A
70-ee-50-03-b8-ac,16-09-27,05,14.1547,1430.23,152.84,31.22,25.2923,8.12308,8,5,2,210702798.874730,N/A
70-ee-50-03-b8-ac,16-09-27,06,20.2388,1611.13,146.09,25.06,26.399,8.41304,8,5,2,184365403.919154,N/A
70-ee-50-03-b8-ac,16-09-27,07,18.1125,1679.7,147.70,26.02,25.4199,9.3,9,5,2,210703874.758544,N/A
70-ee-50-03-b8-ac,16-09-27,08,15.3313,1417.16,152.36,27.92,23.7105,8.41071,8,5,2,245821776.980333,N/A
70-ee-50-03-b8-ac,16-09-27,09,16.882,1384.95,151.42,27.08,29.2825,7.98305,9,5,2,210704886.366196,N/A
70-ee-50-03-b8-ac,16-09-27,10,25.4336,1807.17,141.66,20.90,38.2312,9.25714,10,5,2,184367230.877981,N/A
70-ee-50-03-b8-ac,16-09-27,11,11.5189,1217.56,155.64,34.91,18.9548,7.27059,7,5,2,245823556.539845,N/A
70-ee-50-03-b8-ac,16-09-27,12,20.1583,1534.81,148.57,23.70,27.9311,8.48936,8,5,2,245824184.686147,N/A
70-ee-50-03-b8-ac,16-09-27,13,21.3182,1608.15,146.39,24.41,27.1058,8.28261,10,5,2,210706962.078591,N/A
70-ee-50-03-b8-ac,16-09-27,14,13.6477,1452.85,151.87,31.13,21.2628,8.5,9,5,2,210707480.149580,N/A
70-ee-50-03-b8-ac,16-09-27,15,13.6719,1346.71,151.92,31.58,20.9536,7.79167,9,5,2,210707996.796015,N/A
70-ee-50-03-b8-ac,16-09-27,16,17.2446,1732,147.83,26.02,26.3538,9.975,9,5,2,245826536.377144,N/A
70-ee-50-03-b8-ac,16-09-27,17,16.5732,1592.46,148.09,28.02,23.6166,8.77778,9,5,2,210708991.418374,N/A
70-ee-50-03-b8-ac,16-09-27,18,17.6939,1491.65,148.60,25.57,30.6482,8.57143,8,5,2,245827732.353358,N/A
70-ee-50-03-b8-ac,16-09-27,19,18.3,1475.41,150.45,25.44,26.0078,8.12069,8,5,2,245828299.552835,N/A
70-ee-50-03-b8-ac,16-09-27,20,19.6122,1540.35,148.21,25.29,26.1583,8.19231,10,5,2,184371714.295315,N/A
70-ee-50-03-b8-ac,16-09-27,21,21.288,1569.67,145.62,24.80,31.9522,7.93333,9,5,2,184372159.535068,N/A
70-ee-50-03-b8-ac,16-09-27,22,12.6973,1335.04,153.97,32.30,20.4812,8.0597,7,5,2,210711538.644839,N/A
70-ee-50-03-b8-ac,16-09-27,23,15.0155,1375.99,151.00,27.92,28.2931,8.33824,9,5,2,294996937.880252,N/A
70-ee-50-18-34-43,16-09-27,00,5.8231,192.31,56.82,14.37,147.388,4.54478,11,7,N/A,N/A,486.763309
70-ee-50-18-34-43,16-09-27,01,5.06502,191.178,55.24,13.74,145.142,5.17442,10,7,2,1474902181.248684,121.614832
70-ee-50-18-34-43,16-09-27,02,6.08333,180.647,55.40,13.57,154.751,4.39405,12,7,2,1474905781.656596,991.786217
70-ee-50-18-34-43,16-09-27,03,5.77317,186.415,56.21,14.28,148.287,4.46182,9,8,2,737454693.524341,368.119350
70-ee-50-18-34-43,16-09-27,04,6.46579,218.114,61.93,16.07,138.344,4.30682,12,7,2,1474913161.485673,682.124534
70-ee-50-18-34-43,16-09-27,05,5.83784,190.877,56.34,14.25,135.138,4.54478,12,7,2,737458471.473961,896.124764
70-ee-50-18-34-43,16-09-27,06,5.03812,192.257,55.88,14.03,120.44,5.10345,11,7,2,1474920721.413280,633.630869
70-ee-50-18-34-43,16-09-27,07,5.85961,180.74,56.93,13.98,147.29,4.36462,12,7,2,491641500.615864,907.775770
70-ee-50-18-34-43,16-09-27,08,6.06801,2573.13,382.21,198.15,207.211,4.28881,11,7,2,737464141.189000,578.780276
70-ee-50-18-34-43,16-09-27,09,5.43662,3980.18,445.42,312.47,134.246,4.52128,11,8,2,1474931996.394893,1536.610000
70-ee-50-18-34-43,16-09-27,10,4.82609,11462.9,582.32,860.33,50.0241,5.08889,25,14,2,98329080.121565,1773.614921
70-ee-50-18-34-43,16-09-27,11,4.66026,2453.79,341.40,170.48,234.342,5.61446,11,7,2,737469541.350119,554.630844
70-ee-50-18-34-43,16-09-27,12,5.81618,185.775,56.26,14.23,153.532,4.44,12,7,2,491647620.719846,477.453399
70-ee-50-18-34-43,16-09-27,13,6.10633,185.736,56.09,14.28,134.855,4.28261,13,7,2,491648880.525009,360.319032
70-ee-50-18-34-43,16-09-27,14,5.92556,177.51,56.76,14.63,140.99,4.07432,12,7,2,368737561.776291,893.787064
70-ee-50-18-34-43,16-09-27,15,6.23077,191.703,56.86,14.35,144.741,4.33829,9,7,2,737477011.397697,1984.075858
70-ee-50-18-34-43,16-09-27,16,5.5237,307.07,72.17,21.88,153.574,4.93359,26,14,2,81942151.098756,578.758734
70-ee-50-18-34-43,16-09-27,17,6.27835,250.53,65.80,18.40,151.081,4.39773,12,7,2,491654160.684617,601.748442
70-ee-50-18-34-43,16-09-27,18,5.43662,206.341,55.44,14.52,145.752,5.03571,12,7,2,491655420.928317,705.119654
70-ee-50-18-34-43,16-09-27,19,5.74453,178.491,56.11,14.29,144.367,4.26481,11,7,2,1474970041.240993,680.792011
70-ee-50-18-34-43,16-09-27,20,5.73058,195.619,54.93,14.17,147.883,4.74231,10,7,2,737486890.755676,296.156728
